'Elapsed time','ECG I','ECG I filtered'
2.156,0.000,-0.050
2.158,0.050,-0.055
2.160,0.120,-0.055
2.162,0.185,-0.045
2.164,0.160,-0.035
2.166,0.095,-0.020
2.168,0.000,-0.005
2.170,-0.105,0.005
2.172,-0.070,0.010
2.174,-0.075,0.010
2.176,0.065,0.005
2.178,0.090,0.000
2.180,0.165,-0.010
2.182,0.155,-0.015
2.184,0.095,-0.020
2.186,0.075,-0.020
2.188,0.020,-0.020
2.190,-0.065,-0.020
2.192,-0.075,-0.015
2.194,-0.065,-0.020
2.196,0.015,-0.025
2.198,0.035,-0.030
2.200,0.145,-0.040
2.202,0.130,-0.050
2.204,0.125,-0.060
2.206,0.000,-0.060
2.208,-0.095,-0.060
2.210,-0.145,-0.055
2.212,-0.090,-0.045
2.214,-0.065,-0.035
2.216,0.040,-0.030
2.218,0.090,-0.020
2.220,0.150,-0.020
2.222,0.160,-0.020
2.224,0.150,-0.025
2.226,-0.015,-0.025
2.228,-0.035,-0.030
2.230,-0.110,-0.030
2.232,-0.065,-0.030
2.234,-0.030,-0.030
2.236,0.045,-0.030
2.238,0.080,-0.025
2.240,0.165,-0.025
2.242,0.135,-0.025
2.244,0.075,-0.025
2.246,0.015,-0.025
2.248,-0.025,-0.030
2.250,-0.110,-0.030
2.252,-0.065,-0.030
2.254,-0.035,-0.030
2.256,-0.005,-0.035
2.258,0.070,-0.035
2.260,0.150,-0.040
2.262,0.135,-0.045
2.264,0.060,-0.045
2.266,-0.005,-0.050
2.268,-0.040,-0.050
2.270,-0.130,-0.050
2.272,-0.120,-0.045
2.274,-0.015,-0.040
2.276,0.040,-0.030
2.278,0.105,-0.025
2.280,0.170,-0.020
2.282,0.135,-0.025
2.284,0.080,-0.030
2.286,-0.035,-0.035
2.288,-0.080,-0.045
2.290,-0.150,-0.050
2.292,-0.115,-0.055
2.294,-0.050,-0.055
2.296,0.040,-0.050
2.298,0.105,-0.045
2.300,0.125,-0.035
2.302,0.125,-0.025
2.304,0.060,-0.020
2.306,-0.030,-0.020
2.308,-0.035,-0.025
2.310,-0.100,-0.030
2.312,-0.120,-0.040
2.314,-0.055,-0.045
2.316,0.035,-0.050
2.318,0.090,-0.055
2.320,0.175,-0.050
2.322,0.115,-0.045
2.324,0.060,-0.035
2.326,-0.015,-0.030
2.328,-0.010,-0.020
2.330,-0.130,-0.020
2.332,-0.120,-0.020
2.334,-0.020,-0.025
2.336,0.065,-0.035
2.338,0.110,-0.040
2.340,0.150,-0.045
2.342,0.110,-0.050
2.344,0.045,-0.050
2.346,-0.050,-0.045
2.348,-0.065,-0.040
2.350,-0.145,-0.035
2.352,-0.130,-0.035
2.354,-0.035,-0.040
2.356,0.045,-0.045
2.358,0.060,-0.055
2.360,0.130,-0.065
2.362,0.085,-0.070
2.364,0.035,-0.075
2.366,-0.040,-0.075
2.368,-0.095,-0.070
2.370,-0.130,-0.060
2.372,-0.105,-0.050
2.374,0.040,-0.035
2.376,0.065,-0.025
2.378,0.060,-0.020
2.380,0.125,-0.020
2.382,0.125,-0.020
2.384,0.080,-0.030
2.386,-0.040,-0.035
2.388,-0.105,-0.040
2.390,-0.140,-0.045
2.392,-0.110,-0.045
2.394,-0.030,-0.045
2.396,0.085,-0.040
2.398,0.110,-0.030
2.400,0.220,-0.025
2.402,0.115,-0.020
2.404,0.005,-0.020
2.406,-0.045,-0.015
2.408,-0.070,-0.020
2.410,-0.095,-0.020
2.412,-0.075,-0.025
2.414,-0.005,-0.025
2.416,0.035,-0.030
2.418,0.150,-0.030
2.420,0.180,-0.035
2.422,0.115,-0.035
2.424,0.020,-0.035
2.426,-0.060,-0.035
2.428,-0.090,-0.035
2.430,-0.125,-0.035
2.432,-0.090,-0.030
2.434,0.015,-0.030
2.436,0.090,-0.025
2.438,0.145,-0.015
2.440,0.140,-0.005
2.442,0.115,0.005
2.444,0.095,0.015
2.446,0.020,0.025
2.448,-0.055,0.030
2.450,-0.080,0.030
2.452,-0.010,0.020
2.454,0.050,0.010
2.456,0.080,0.000
2.458,0.115,-0.015
2.460,0.135,-0.025
2.462,0.125,-0.030
2.464,0.040,-0.025
2.466,-0.030,-0.015
2.468,-0.050,0.000
2.470,-0.010,0.020
2.472,0.010,0.035
2.474,0.080,0.050
2.476,0.165,0.055
2.478,0.185,0.055
2.480,0.190,0.045
2.482,0.160,0.030
2.484,0.050,0.015
2.486,-0.030,0.000
2.488,-0.120,-0.015
2.490,-0.065,-0.020
2.492,-0.065,-0.025
2.494,-0.005,-0.030
2.496,0.040,-0.030
2.498,0.135,-0.030
2.500,0.120,-0.030
2.502,0.055,-0.035
2.504,-0.045,-0.040
2.506,-0.030,-0.045
2.508,-0.115,-0.050
2.510,-0.130,-0.050
2.512,-0.055,-0.050
2.514,0.030,-0.045
2.516,0.030,-0.040
2.518,0.120,-0.035
2.520,0.135,-0.030
2.522,0.095,-0.030
2.524,0.030,-0.030
2.526,-0.005,-0.030
2.528,-0.130,-0.035
2.530,-0.115,-0.040
2.532,-0.075,-0.045
2.534,0.045,-0.045
2.536,0.045,-0.045
2.538,0.145,-0.045
2.540,0.095,-0.045
2.542,0.020,-0.045
2.544,-0.090,-0.045
2.546,-0.010,-0.045
2.548,-0.150,-0.050
2.550,-0.110,-0.060
2.552,-0.085,-0.065
2.554,0.020,-0.075
2.556,0.020,-0.085
2.558,0.055,-0.090
2.560,0.080,-0.095
2.562,0.035,-0.095
2.564,-0.050,-0.095
2.566,-0.095,-0.090
2.568,-0.240,-0.080
2.570,-0.160,-0.065
2.572,-0.020,-0.035
2.574,0.085,0.000
2.576,0.130,0.050
2.578,0.280,0.110
2.580,0.365,0.180
2.582,0.355,0.255
2.584,0.375,0.330
2.586,0.440,0.400
2.588,0.420,0.455
2.590,0.475,0.490
2.592,0.500,0.505
2.594,0.550,0.490
2.596,0.500,0.450
2.598,0.490,0.385
2.600,0.415,0.295
2.602,0.325,0.200
2.604,0.160,0.095
2.606,0.000,-0.005
2.608,-0.255,-0.095
2.610,-0.305,-0.165
2.612,-0.285,-0.215
2.614,-0.245,-0.245
2.616,-0.145,-0.255
2.618,-0.060,-0.250
2.620,-0.055,-0.230
2.622,-0.100,-0.210
2.624,-0.215,-0.180
2.626,-0.185,-0.155
2.628,-0.230,-0.135
2.630,-0.185,-0.115
2.632,-0.085,-0.105
2.634,-0.020,-0.095
2.636,0.055,-0.085
2.638,0.125,-0.080
2.640,0.080,-0.070
2.642,0.025,-0.065
2.644,-0.040,-0.055
2.646,-0.070,-0.050
2.648,-0.130,-0.040
2.650,-0.095,-0.035
2.652,-0.030,-0.030
2.654,0.065,-0.025
2.656,0.150,-0.025
2.658,0.160,-0.020
2.660,0.095,-0.020
2.662,0.055,-0.020
2.664,-0.060,-0.025
2.666,-0.060,-0.025
2.668,-0.120,-0.025
2.670,-0.110,-0.025
2.672,-0.020,-0.025
2.674,0.050,-0.025
2.676,0.100,-0.025
2.678,0.135,-0.025
2.680,0.105,-0.020
2.682,0.080,-0.020
2.684,-0.010,-0.015
2.686,-0.030,-0.015
2.688,-0.115,-0.010
2.690,-0.075,-0.010
2.692,-0.015,-0.010
2.694,0.065,-0.010
2.696,0.120,-0.010
2.698,0.115,-0.010
2.700,0.145,-0.015
2.702,0.075,-0.015
2.704,0.005,-0.015
2.706,-0.050,-0.015
2.708,-0.110,-0.015
2.710,-0.075,-0.015
2.712,0.020,-0.015
2.714,0.060,-0.015
2.716,0.105,-0.015
2.718,0.155,-0.015
2.720,0.090,-0.015
2.722,0.040,-0.015
2.724,-0.005,-0.015
2.726,-0.055,-0.010
2.728,-0.075,-0.005
2.730,-0.045,0.000
2.732,0.055,0.005
2.734,0.075,0.010
2.736,0.150,0.010
2.738,0.185,0.015
2.740,0.140,0.015
2.742,0.070,0.015
2.744,-0.015,0.015
2.746,-0.070,0.015
2.748,-0.085,0.015
2.750,-0.070,0.015
2.752,0.075,0.020
2.754,0.120,0.020
2.756,0.140,0.025
2.758,0.200,0.030
2.760,0.160,0.035
2.762,0.075,0.035
2.764,0.035,0.040
2.766,-0.050,0.040
2.768,-0.035,0.045
2.770,0.025,0.045
2.772,0.105,0.050
2.774,0.170,0.055
2.776,0.195,0.060
2.778,0.225,0.065
2.780,0.175,0.070
2.782,0.100,0.070
2.784,0.060,0.070
2.786,-0.010,0.065
2.788,-0.010,0.060
2.790,0.030,0.055
2.792,0.050,0.055
2.794,0.155,0.050
2.796,0.245,0.055
2.798,0.270,0.060
2.800,0.140,0.065
2.802,0.155,0.080
2.804,0.090,0.095
2.806,-0.020,0.105
2.808,0.060,0.120
2.810,0.090,0.130
2.812,0.185,0.140
2.814,0.230,0.140
2.816,0.280,0.140
2.818,0.290,0.140
2.820,0.245,0.140
2.822,0.165,0.145
2.824,0.140,0.150
2.826,0.105,0.155
2.828,0.135,0.165
2.830,0.145,0.175
2.832,0.230,0.185
2.834,0.245,0.190
2.836,0.375,0.190
2.838,0.345,0.190
2.840,0.235,0.185
2.842,0.200,0.180
2.844,0.165,0.175
2.846,0.125,0.175
2.848,0.135,0.180
2.850,0.185,0.190
2.852,0.310,0.195
2.854,0.295,0.205
2.856,0.360,0.215
2.858,0.325,0.215
2.860,0.265,0.215
2.862,0.195,0.205
2.864,0.190,0.195
2.866,0.105,0.190
2.868,0.155,0.180
2.870,0.130,0.175
2.872,0.255,0.175
2.874,0.290,0.175
2.876,0.365,0.175
2.878,0.320,0.170
2.880,0.200,0.160
2.882,0.150,0.150
2.884,0.115,0.130
2.886,-0.010,0.110
2.888,0.010,0.095
2.890,0.100,0.080
2.892,0.170,0.070
2.894,0.140,0.065
2.896,0.255,0.065
2.898,0.175,0.060
2.900,0.135,0.060
2.902,0.080,0.055
2.904,0.015,0.045
2.906,-0.090,0.030
2.908,-0.090,0.015
2.910,0.025,0.000
2.912,0.095,-0.010
2.914,0.115,-0.015
2.916,0.150,-0.015
2.918,0.150,-0.015
2.920,0.045,-0.010
2.922,0.000,-0.005
2.924,-0.065,-0.005
2.926,-0.130,-0.005
2.928,-0.065,-0.010
2.930,-0.010,-0.020
2.932,0.085,-0.030
2.934,0.050,-0.040
2.936,0.115,-0.045
2.938,0.100,-0.050
2.940,0.035,-0.050
2.942,-0.030,-0.050
2.944,-0.075,-0.040
2.946,-0.080,-0.035
2.948,-0.100,-0.030
2.950,-0.035,-0.025
2.952,0.030,-0.025
2.954,0.080,-0.020
2.956,0.150,-0.025
2.958,0.075,-0.025
2.960,0.020,-0.030
2.962,-0.025,-0.035
2.964,-0.075,-0.040
2.966,-0.110,-0.040
2.968,-0.120,-0.045
2.970,-0.050,-0.050
2.972,0.030,-0.050
2.974,0.065,-0.050
2.976,0.125,-0.050
2.978,0.070,-0.050
2.980,-0.005,-0.050
2.982,-0.035,-0.050
2.984,-0.085,-0.050
2.986,-0.155,-0.050
2.988,-0.100,-0.050
2.990,0.015,-0.050
2.992,0.015,-0.050
2.994,0.085,-0.045
2.996,0.130,-0.040
2.998,0.115,-0.035
3.000,0.050,-0.025
3.002,-0.060,-0.025
3.004,-0.060,-0.025
3.006,-0.140,-0.025
3.008,-0.080,-0.035
3.010,-0.075,-0.045
3.012,0.000,-0.055
3.014,0.110,-0.065
3.016,0.150,-0.070
3.018,0.055,-0.070
3.020,-0.010,-0.065
3.022,-0.055,-0.055
3.024,-0.180,-0.045
3.026,-0.060,-0.030
3.028,-0.050,-0.020
3.030,0.005,-0.015
3.032,0.050,-0.015
3.034,0.080,-0.020
3.036,0.100,-0.025
3.038,0.050,-0.030
3.040,0.040,-0.035
3.042,-0.030,-0.035
3.044,-0.090,-0.035
3.046,-0.120,-0.030
3.048,-0.080,-0.025
3.050,0.025,-0.020
3.052,0.055,-0.015
3.054,0.130,-0.015
3.056,0.135,-0.015
3.058,0.095,-0.015
3.060,0.055,-0.015
3.062,-0.040,-0.015
3.064,-0.120,-0.015
3.066,-0.095,-0.010
3.068,-0.090,-0.010
3.070,0.040,-0.005
3.072,0.085,-0.005
3.074,0.190,-0.005
3.076,0.180,-0.010
3.078,0.055,-0.015
3.080,0.020,-0.020
3.082,-0.030,-0.025
3.084,-0.125,-0.030
3.086,-0.100,-0.035
3.088,-0.050,-0.040
3.090,0.030,-0.040
3.092,0.060,-0.040
3.094,0.110,-0.040
3.096,0.085,-0.035
3.098,0.100,-0.035
3.100,-0.005,-0.030
3.102,-0.055,-0.020
3.104,-0.115,-0.015
3.106,-0.080,-0.005
3.108,-0.030,0.000
3.110,0.040,0.005
3.112,0.115,0.010
3.114,0.165,0.010
3.116,0.140,0.005
3.118,0.080,-0.005
3.120,0.005,-0.010
3.122,-0.020,-0.020
3.124,-0.140,-0.030
3.126,-0.040,-0.030
3.128,-0.075,-0.030
3.130,0.025,-0.030
3.132,0.090,-0.020
3.134,0.170,-0.010
3.136,0.135,-0.005
3.138,0.115,0.000
3.140,0.035,0.005
3.142,-0.045,0.000
3.144,-0.145,-0.010
3.146,-0.125,-0.025
3.148,-0.055,-0.035
3.150,0.015,-0.050
3.152,0.070,-0.055
3.154,0.125,-0.055
3.156,0.105,-0.055
3.158,0.050,-0.045
3.160,-0.055,-0.035
3.162,-0.075,-0.025
3.164,-0.115,-0.015
3.166,-0.060,-0.010
3.168,-0.040,-0.005
3.170,0.040,-0.010
3.172,0.075,-0.010
3.174,0.170,-0.010
3.176,0.175,-0.010
3.178,0.075,-0.010
3.180,-0.030,-0.005
3.182,-0.030,0.000
3.184,-0.075,0.000
3.186,-0.100,0.000
3.188,-0.040,-0.005
3.190,0.045,-0.010
3.192,0.070,-0.020
3.194,0.140,-0.025
3.196,0.165,-0.035
3.198,0.050,-0.035
3.200,-0.020,-0.035
3.202,-0.040,-0.030
3.204,-0.100,-0.025
3.206,-0.075,-0.015
3.208,-0.025,-0.005
3.210,0.060,-0.005
3.212,0.090,-0.005
3.214,0.130,-0.015
3.216,0.120,-0.020
3.218,0.015,-0.035
3.220,-0.040,-0.040
3.222,-0.075,-0.050
3.224,-0.090,-0.050
3.226,-0.085,-0.050
3.228,-0.025,-0.040
3.230,0.005,-0.035
3.232,0.070,-0.025
3.234,0.135,-0.020
3.236,0.115,-0.020
3.238,0.075,-0.020
3.240,-0.020,-0.025
3.242,-0.080,-0.030
3.244,-0.145,-0.035
3.246,-0.120,-0.040
3.248,-0.040,-0.040
3.250,0.045,-0.040
3.252,0.085,-0.035
3.254,0.145,-0.030
3.256,0.115,-0.030
3.258,-0.025,-0.025
3.260,-0.015,-0.025
3.262,-0.095,-0.030
3.264,-0.095,-0.035
3.266,-0.100,-0.035
3.268,-0.030,-0.040
3.270,0.070,-0.040
3.272,0.100,-0.040
3.274,0.115,-0.035
3.276,0.080,-0.030
3.278,0.040,-0.025
3.280,0.000,-0.020
3.282,-0.060,-0.015
3.284,-0.130,-0.015
3.286,-0.075,-0.015
3.288,0.010,-0.020
3.290,0.055,-0.025
3.292,0.110,-0.030
3.294,0.100,-0.035
3.296,0.065,-0.040
3.298,-0.015,-0.045
3.300,-0.030,-0.045
3.302,-0.075,-0.050
3.304,-0.110,-0.050
3.306,-0.155,-0.045
3.308,-0.010,-0.045
3.310,0.080,-0.045
3.312,0.060,-0.040
3.314,0.125,-0.040
3.316,0.070,-0.040
3.318,-0.015,-0.040
3.320,-0.050,-0.045
3.322,-0.085,-0.045
3.324,-0.125,-0.050
3.326,-0.100,-0.055
3.328,-0.080,-0.055
3.330,0.000,-0.055
3.332,0.105,-0.050
3.334,0.155,-0.045
3.336,0.115,-0.040
3.338,-0.015,-0.030
3.340,-0.025,-0.025
3.342,-0.105,-0.020
3.344,-0.145,-0.015
3.346,-0.060,-0.020
3.348,-0.005,-0.020
3.350,0.035,-0.030
3.352,0.110,-0.035
3.354,0.130,-0.040
3.356,0.070,-0.045
3.358,-0.030,-0.045
3.360,-0.065,-0.045
3.362,-0.125,-0.045
3.364,-0.115,-0.040
3.366,-0.095,-0.040
3.368,0.005,-0.035
3.370,0.025,-0.040
3.372,0.130,-0.040
3.374,0.135,-0.045
3.376,0.045,-0.050
3.378,0.010,-0.050
3.380,-0.100,-0.055
3.382,-0.200,-0.055
3.384,-0.180,-0.055
3.386,-0.045,-0.050
3.388,0.035,-0.045
3.390,0.050,-0.045
3.392,0.120,-0.035
3.394,0.120,-0.030
3.396,0.080,-0.025
3.398,-0.030,-0.020
3.400,-0.035,-0.020
3.402,-0.135,-0.015
3.404,-0.050,-0.015
3.406,-0.045,-0.015
3.408,0.050,-0.020
3.410,0.050,-0.020
3.412,0.145,-0.020
3.414,0.125,-0.020
3.416,0.045,-0.020
3.418,-0.050,-0.020
3.420,-0.005,-0.015
3.422,-0.120,-0.015
3.424,-0.085,-0.010
3.426,-0.040,-0.005
3.428,0.055,-0.005
3.430,0.125,0.000
3.432,0.160,0.005
3.434,0.150,0.005
3.436,0.095,0.010
3.438,0.065,0.015
3.440,-0.005,0.015
3.442,-0.085,0.015
3.444,-0.105,0.010
3.446,-0.045,0.005
3.448,0.060,0.000
3.450,0.100,-0.005
3.452,0.200,-0.010
3.454,0.135,-0.015
3.456,0.110,-0.015
3.458,-0.045,-0.015
3.460,-0.050,-0.010
3.462,-0.105,-0.005
3.464,-0.055,0.005
3.466,-0.045,0.010
3.468,0.065,0.010
3.470,0.110,0.010
3.472,0.205,0.010
3.474,0.150,0.000
3.476,0.085,-0.005
3.478,-0.030,-0.015
3.480,-0.075,-0.025
3.482,-0.140,-0.030
3.484,-0.125,-0.040
3.486,-0.050,-0.045
3.488,0.030,-0.045
3.490,0.025,-0.045
3.492,0.140,-0.045
3.494,0.115,-0.040
3.496,0.070,-0.035
3.498,0.000,-0.035
3.500,-0.100,-0.030
3.502,-0.160,-0.035
3.504,-0.090,-0.040
3.506,-0.100,-0.045
3.508,-0.030,-0.050
3.510,0.060,-0.060
3.512,0.085,-0.065
3.514,0.105,-0.070
3.516,0.055,-0.070
3.518,-0.035,-0.070
3.520,-0.115,-0.065
3.522,-0.130,-0.060
3.524,-0.130,-0.055
3.526,-0.060,-0.050
3.528,-0.015,-0.050
3.530,0.050,-0.050
3.532,0.115,-0.055
3.534,0.045,-0.055
3.536,0.030,-0.060
3.538,-0.010,-0.065
3.540,-0.080,-0.065
3.542,-0.170,-0.070
3.544,-0.145,-0.070
3.546,-0.145,-0.070
3.548,-0.015,-0.075
3.550,0.015,-0.080
3.552,0.070,-0.085
3.554,0.070,-0.090
3.556,-0.015,-0.090
3.558,-0.105,-0.085
3.560,-0.155,-0.065
3.562,-0.125,-0.035
3.564,-0.075,0.010
3.566,0.080,0.075
3.568,0.270,0.145
3.570,0.360,0.230
3.572,0.530,0.315
3.574,0.520,0.390
3.576,0.575,0.460
3.578,0.580,0.505
3.580,0.535,0.525
3.582,0.415,0.515
3.584,0.355,0.475
3.586,0.320,0.405
3.588,0.345,0.315
3.590,0.380,0.210
3.592,0.325,0.105
3.594,0.110,0.000
3.596,-0.065,-0.095
3.598,-0.275,-0.165
3.600,-0.355,-0.215
3.602,-0.400,-0.245
3.604,-0.285,-0.255
3.606,-0.210,-0.250
3.608,-0.170,-0.235
3.610,-0.065,-0.215
3.612,-0.040,-0.195
3.614,-0.030,-0.175
3.616,-0.130,-0.155
3.618,-0.145,-0.140
3.620,-0.210,-0.125
3.622,-0.205,-0.110
3.624,-0.145,-0.095
3.626,-0.035,-0.085
3.628,0.040,-0.070
3.630,0.035,-0.060
3.632,0.115,-0.050
3.634,0.105,-0.040
3.636,0.020,-0.030
3.638,-0.030,-0.020
3.640,-0.120,-0.015
3.642,-0.090,-0.005
3.644,-0.060,0.000
3.646,0.025,0.005
3.648,0.090,0.010
3.650,0.130,0.005
3.652,0.140,0.000
3.654,0.085,-0.010
3.656,0.000,-0.020
3.658,-0.045,-0.030
3.660,-0.155,-0.035
3.662,-0.130,-0.040
3.664,-0.060,-0.045
3.666,0.040,-0.040
3.668,0.060,-0.035
3.670,0.150,-0.030
3.672,0.145,-0.020
3.674,0.065,-0.015
3.676,0.005,-0.010
3.678,-0.005,-0.005
3.680,-0.145,-0.005
3.682,-0.140,-0.005
3.684,-0.015,-0.010
3.686,0.055,-0.010
3.688,0.045,-0.020
3.690,0.150,-0.025
3.692,0.160,-0.030
3.694,0.030,-0.035
3.696,-0.010,-0.040
3.698,-0.055,-0.035
3.700,-0.130,-0.030
3.702,-0.120,-0.025
3.704,-0.025,-0.015
3.706,0.025,0.000
3.708,0.130,0.010
3.710,0.195,0.020
3.712,0.155,0.030
3.714,0.150,0.035
3.716,0.050,0.035
3.718,0.010,0.035
3.720,-0.075,0.030
3.722,-0.095,0.030
3.724,-0.015,0.025
3.726,0.100,0.025
3.728,0.105,0.025
3.730,0.210,0.025
3.732,0.170,0.025
3.734,0.105,0.025
3.736,0.020,0.025
3.738,-0.040,0.025
3.740,-0.070,0.025
3.742,-0.060,0.025
3.744,-0.005,0.030
3.746,0.065,0.030
3.748,0.120,0.035
3.750,0.115,0.035
3.752,0.210,0.040
3.754,0.145,0.040
3.756,0.020,0.040
3.758,0.025,0.040
3.760,-0.040,0.040
3.762,-0.090,0.045
3.764,0.010,0.050
3.766,0.145,0.050
3.768,0.160,0.055
3.770,0.235,0.060
3.772,0.205,0.060
3.774,0.115,0.060
3.776,0.055,0.060
3.778,-0.005,0.055
3.780,-0.065,0.055
3.782,-0.045,0.050
3.784,0.060,0.055
3.786,0.155,0.060
3.788,0.200,0.070
3.790,0.240,0.080
3.792,0.255,0.090
3.794,0.215,0.105
3.796,0.110,0.115
3.798,0.050,0.120
3.800,-0.005,0.125
3.802,0.045,0.125
3.804,0.080,0.125
3.806,0.205,0.125
3.808,0.250,0.125
3.810,0.325,0.125
3.812,0.255,0.130
3.814,0.220,0.140
3.816,0.130,0.145
3.818,0.105,0.155
3.820,0.025,0.165
3.822,0.095,0.170
3.824,0.180,0.180
3.826,0.270,0.180
3.828,0.305,0.185
3.830,0.340,0.185
3.832,0.325,0.185
3.834,0.265,0.185
3.836,0.160,0.185
3.838,0.120,0.185
3.840,0.090,0.185
3.842,0.130,0.185
3.844,0.180,0.180
3.846,0.265,0.180
3.848,0.285,0.180
3.850,0.350,0.180
3.852,0.350,0.175
3.854,0.205,0.180
3.856,0.165,0.180
3.858,0.125,0.180
3.860,0.080,0.180
3.862,0.120,0.180
3.864,0.215,0.175
3.866,0.260,0.170
3.868,0.255,0.165
3.870,0.295,0.155
3.872,0.255,0.150
3.874,0.175,0.140
3.876,0.100,0.130
3.878,0.095,0.120
3.880,0.015,0.110
3.882,0.030,0.100
3.884,0.100,0.085
3.886,0.185,0.075
3.888,0.185,0.065
3.890,0.190,0.055
3.892,0.130,0.045
3.894,0.035,0.040
3.896,-0.020,0.030
3.898,-0.065,0.025
3.900,-0.075,0.015
3.902,-0.040,0.005
3.904,0.015,-0.005
3.906,0.030,-0.020
3.908,0.100,-0.030
3.910,0.120,-0.040
3.912,0.110,-0.045
3.914,0.000,-0.045
3.916,-0.055,-0.045
3.918,-0.150,-0.040
3.920,-0.120,-0.035
3.922,-0.055,-0.025
3.924,-0.010,-0.025
3.926,0.010,-0.020
3.928,0.135,-0.025
3.930,0.100,-0.030
3.932,0.055,-0.040
3.934,-0.040,-0.045
3.936,-0.070,-0.050
3.938,-0.140,-0.050
3.940,-0.125,-0.050
3.942,-0.045,-0.045
3.944,-0.030,-0.040
3.946,0.050,-0.035
3.948,0.110,-0.035
3.950,0.160,-0.030
3.952,0.070,-0.030
3.954,-0.005,-0.030
3.956,-0.035,-0.035
3.958,-0.145,-0.040
3.960,-0.115,-0.045
3.962,-0.080,-0.050
3.964,-0.040,-0.055
3.966,0.030,-0.055
3.968,0.105,-0.060
3.970,0.065,-0.065
3.972,0.065,-0.070
3.974,-0.045,-0.070
3.976,-0.100,-0.070
3.978,-0.145,-0.065
3.980,-0.140,-0.060
3.982,-0.070,-0.055
3.984,-0.020,-0.050
3.986,0.015,-0.045
3.988,0.120,-0.045
3.990,0.125,-0.045
3.992,0.025,-0.050
3.994,-0.065,-0.055
3.996,-0.135,-0.055
3.998,-0.115,-0.060
4.000,-0.170,-0.060
4.002,-0.075,-0.055
4.004,-0.030,-0.045
4.006,0.035,-0.040
4.008,0.150,-0.030
4.010,0.115,-0.025
4.012,0.045,-0.025
4.014,-0.040,-0.025
4.016,-0.060,-0.025
4.018,-0.145,-0.030
4.020,-0.135,-0.035
4.022,-0.070,-0.040
4.024,0.000,-0.040
4.026,0.050,-0.040
4.028,0.110,-0.040
4.030,0.090,-0.040
4.032,0.075,-0.035
4.034,-0.005,-0.035
4.036,-0.055,-0.030
4.038,-0.165,-0.030
4.040,-0.135,-0.030
4.042,-0.090,-0.030
4.044,0.050,-0.030
4.046,0.085,-0.030
4.048,0.140,-0.025
4.050,0.120,-0.020
4.052,0.045,-0.020
4.054,-0.015,-0.015
4.056,-0.060,-0.015
4.058,-0.115,-0.015
4.060,-0.115,-0.020
4.062,-0.040,-0.020
4.064,0.025,-0.025
4.066,0.060,-0.025
4.068,0.135,-0.025
4.070,0.120,-0.025
4.072,0.035,-0.020
4.074,-0.060,-0.015
4.076,-0.120,-0.010
4.078,-0.145,-0.010
4.080,-0.025,-0.010
4.082,-0.035,-0.010
4.084,0.035,-0.015
4.086,0.120,-0.020
4.088,0.115,-0.025
4.090,0.110,-0.030
4.092,0.055,-0.030
4.094,0.010,-0.030
4.096,-0.055,-0.025
4.098,-0.160,-0.020
4.100,-0.120,-0.015
4.102,-0.080,-0.010
4.104,0.060,-0.005
4.106,0.120,-0.005
4.108,0.160,-0.010
4.110,0.090,-0.015
4.112,0.035,-0.020
4.114,-0.025,-0.025
4.116,-0.075,-0.025
4.118,-0.090,-0.025
4.120,-0.085,-0.025
4.122,-0.020,-0.025
4.124,0.065,-0.020
4.126,0.105,-0.020
4.128,0.120,-0.020
4.130,0.070,-0.025
4.132,0.025,-0.025
4.134,-0.015,-0.025
4.136,-0.050,-0.030
4.138,-0.130,-0.025
4.140,-0.055,-0.025
4.142,0.015,-0.020
4.144,0.050,-0.015
4.146,0.085,-0.015
4.148,0.135,-0.015
4.150,0.085,-0.020
4.152,0.000,-0.025
4.154,-0.035,-0.030
4.156,-0.110,-0.035
4.158,-0.135,-0.035
4.160,-0.140,-0.035
4.162,-0.010,-0.035
4.164,0.035,-0.030
4.166,0.080,-0.025
4.168,0.120,-0.020
4.170,0.105,-0.020
4.172,0.025,-0.020
4.174,-0.065,-0.020
4.176,-0.120,-0.025
4.178,-0.165,-0.025
4.180,-0.065,-0.025
4.182,-0.035,-0.025
4.184,0.015,-0.025
4.186,0.155,-0.020
4.188,0.150,-0.015
4.190,0.100,-0.015
4.192,-0.010,-0.015
4.194,-0.055,-0.020
4.196,-0.135,-0.025
4.198,-0.090,-0.030
4.200,-0.085,-0.030
4.202,-0.050,-0.035
4.204,0.065,-0.030
4.206,0.125,-0.025
4.208,0.130,-0.020
4.210,0.110,-0.015
4.212,0.040,-0.010
4.214,-0.055,-0.005
4.216,-0.125,-0.005
4.218,-0.095,-0.010
4.220,-0.105,-0.015
4.222,0.025,-0.020
4.224,0.050,-0.025
4.226,0.100,-0.035
4.228,0.095,-0.035
4.230,0.045,-0.040
4.232,0.010,-0.045
4.234,-0.045,-0.045
4.236,-0.155,-0.045
4.238,-0.130,-0.050
4.240,-0.095,-0.050
4.242,-0.010,-0.050
4.244,0.000,-0.050
4.246,0.100,-0.050
4.248,0.125,-0.045
4.250,0.075,-0.040
4.252,-0.010,-0.035
4.254,-0.060,-0.025
4.256,-0.150,-0.020
4.258,-0.110,-0.020
4.260,-0.080,-0.020
4.262,0.045,-0.025
4.264,0.060,-0.025
4.266,0.125,-0.030
4.268,0.145,-0.035
4.270,0.045,-0.035
4.272,0.005,-0.035
4.274,-0.015,-0.030
4.276,-0.155,-0.025
4.278,-0.110,-0.015
